,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details
1611, جدة,   حي الروضة ,شرق,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000,"مجمع ديار الروضة السكني يوفر لك جميع الخدمات والمرافق التي تحتاجها العائلة الصغيرة
-مسبح للكبار والصغار 
-نادي رياضي
-جلسات خاصة بالعوائل داخلية
-جلسات خاصة للعوائل خارجية
-كاميرات وامن ٢٤ ساعة 
-موقف خاص لكل وحدة سكنية خارجية"
1718, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,فلل للايجار في ابحر الشماليه مخطط الياقوت دورين وملحق خمسه غرف وثلاث صالات ومطبخ خمس دورات مياه مطلوب ٥٠الف
3291, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,"دبلوكس للايجار في العزيزة حي اللؤلؤة مكون من حوش ومجلس خارجي ومجلس داخلي ودورة مياه ومجلط ومجلس نساء وصاله ودورة مياة ومطبخ 
وفوق غرفتين مستر روم وغرفتين عادي مع دورة مياة وصاله والملحق غرفتين مع حمام وسطح"
773, الرياض,   حي الحزم ,غرب,325,6,4,3,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,450000,فلل دبلوكس للايجار الدور الارضي ثلاث غرف نوم مجلس مقلط صاله ثلاث حمامات مطبخ غرفه خدامه مدخل سياره الدور الاول اربع غرف نوم اصاله و ثلاثه حمامات سطح ملحق و ثلاث غرف موقع ممتاز يوجد جميع المدارس 45000
3595, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,"دبلوكس للايجار في العزيزة حي اللؤلؤة مكون من حوش ومجلس خارجي ومجلس داخلي ودورة مياه ومجلط ومجلس نساء وصاله ودورة مياة ومطبخ 
وفوق غرفتين مستر روم وغرفتين عادي مع دورة مياة وصاله والملحق غرفتين مع حمام وسطح"
383, الرياض,   حي السعادة ,شمال,420,0,6,5,3,0,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,"فيلا للايجار  حي السعادة درج صالة   الدور الارضي مجلس خارجي وداخلي. ومقلط وصالتين وغرفة ضيوف. ودورتين مياه. ومطبخ ومستودع 

العلوي 3غرف نوم وصالة.  دورتين مياه والسطح غرفة شغالة. وحمام وغرفة غسيل 

للاتصال :0540211990
0543999778"
348, الرياض,   حي الجنادرية ,شمال,240,0,4,5,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,33000,"فله للايجار. ... الدفع كل سته اشهور 
حي المعالي قريبه من المسجد... 
ملاحضات 
مع الاثاث ايجاره ٣٨٠٠٠ الف 
بدون الأثاث ب ٣٢٠٠٠ الف 
شارع ١٥ ب اول شارع حديد الزاويه
تفاصيل الفله
المكيفات راكبه
المطبخ راكب
البيت مؤثثه ب الكامل
١مجلس رجال 
١مقلط
١مجلس حري..."
2026, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,‏دور ارضي بحي الشاطئ الغربي يتكون من ثلاث غرف نوم ‏ومقلط ومجلس وغرفة شغالة واربع دورات مياه مطبخ خارجي وداخلي حوش كراج سيارة مكيفة بالكامل تكييف مركزي بدون أثاث
1733, جدة,   حي المحمدية ,شمال,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,"فيلا اداريه مكونه من ٣ غرف نوم دورين وملحق موقف سياره 
غرفه حارس مقسمه غرف"
2669, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,جديدة
350, الرياض,   حي جرير ,جنوب غربي,550,33,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,120000,"على شارع صلاح الدين حي الملز 
على طريق القطار 

للايجار 
تصلح للشركات والعزاب"
2705, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,دبلكس بحي الحمراء خلف سنتر بوينت ‏أربع غرف نوم ومجلس وصالة كبيرة وصالة صغيرة أربع دورات مياه مدخلين موقف خاص داخل عمارة ويوجد شقق في نفس البناية تتكون من غرفتين نوم ومقلط ومجلس
1253, جدة,   حي الشاطئ ,غرب,300,9,4,5,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0,120000,"فيلا  للايجار بحي الشاطي قرب الممشي
٤ غرف نوم  نوم ٣ صالون و بيسمنت  
مطبخ راكب مكيفات مركزي

٥الاف تأمين 

للمعاينة ٠٥٩٠٢٨٧٨٧٧"
1092, جدة,   حي الشاطئ ,غرب,450,6,4,5,5,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000,"فيلا للايجار خلف ملاهي عطاالله
رؤية واضحة للبحر 
علي شارع الامير فيصل بن فهد"
1480, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,فلل للايجار في ابحر الشماليه مخطط الياقوت دورين وملحق خمسه غرف وثلاث صالات ومطبخ خمس دورات مياه مطلوب ٥٠الف
2482, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,جديدة
1402, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,فيلا للايجار بحى الياقوت مكيفات ومصعد ومطبخ راكب فيلا مفصوله
1711, جدة,   حي الشاطئ ,شمال شرقي,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000,"فلل فندقيه فاخره للايجار الشهري والسنوي بجانب الردسي مول وتبعد ٢٠٠ م عن الكورنيش
الفيلا دورين مكونه من ٣ غرف نوم وصالتين و ٤ حمامات ومطبخ كيير وغرفة خادمه 
نادي صحي متكامل للموقع كامل
الايجار الشهري / ٢٥٠٠٠ الف مع الخدمات بدون كهرباء
الايجار السنوي /..."
2735, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"الفئه المستهدفه للتاجير:
موظفين شركات الكبرى
رجال الاعمال 


لتوضيح 140 الف دفعتين
135 الف دفعه واحده 
للجادين انا صاحب الفيلا 
واتس 0565569555"
2264, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,‏دور ارضي بحي الشاطئ الغربي يتكون من ثلاث غرف نوم ‏ومقلط ومجلس وغرفة شغالة واربع دورات مياه مطبخ خارجي وداخلي حوش كراج سيارة مكيفة بالكامل تكييف مركزي بدون أثاث
3106, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,"دبلكس للأيجار حي الصواري ج ٤٣

مجلس خارجي (ديوانية) مؤثثه

الدور الأرضي :
مجلس رجال
مقلط
صاله كبيره
مجلس حريم
مطبخ
2 دورة مياه

الدور الاول :
اربع غرفه نوم ثنتين ماستر
صاله كبيره
4 دوره مياه 

الملحق :
 غرفه نوم
صاله
غرفه شغاله
غرفه غسيل
دوره مياه

ح..."
387, الرياض,   حي المنار ,غرب,300,10,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,60000,"دبلكس درج داخلي في حي المنار : 

الدور الأرضي :

- مجلس رجال + صالة طعام + مجلس نساء + صالة + مطبخ راكب + مستودع + دورتين مياه + مدخل سيارة

الدور العلوي : 

- أربع غرف نوم + صالة + دورتين مياه

السطح :

- غرفة خادمة + غرفة غسيل + دورة مياه + سطح خاص..."
3183, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,"حوش مجلس خارجي مجلس رجال دورة مياة مجلط  صاله مجلس نساء دورة مياة مطبخ 
غرفتين مستر روم وغرفتين مع دورة مياة وصاله
الملحق غرفتين ودورة مياة"
3134, الخبر,   حي التحلية ,جنوب,300,0,5,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75000,"للايجار دوبلكس متصل بناء شخصي بحي التحلية بالخبر 

الدور الارضي مجلس رجال وغرفة طعام وصاله ومجلس نساء ودورتين مياه والمطبخ تفصيل ان شاء الله خلال أيام يكون جاهز 

الدور الاول ٤ غرف نوم ٢ منهم ماستر وغرفتين يخدمهم دورة مياه مع الصاله 

الملحق غرفة ودو..."
2225, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"الفئه المستهدفه للتاجير:
موظفين شركات الكبرى
رجال الاعمال 


لتوضيح 140 الف دفعتين
135 الف دفعه واحده 
للجادين انا صاحب الفيلا 
واتس 0565569555"
3409, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,"للإيجار فيلا دورين وملحق في حي الأصداف

المساحة : ٤٣٧ متر 

الدور الأرضي : 
ديوانية خارجية - دورة مياة - مجلس - غرفة طعام رجال - مجلس نساء - مطبخ 

الدور الأول : 
عدد ٥ غرف نوم ( ٣ غرف منها ماستر )

الدور الثاني :
 غرفتين - غرفة غسيل - دورة مياة

للت..."
2762, الخبر,   حي اللؤلؤ ,جنوب,315,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,49950,"الايجار من المالك مباشره 
العقد سنوي مع امكانية الدفع كل (4) شهور 
السعر غير  قابل للتفاوض 
الرجاء التواصل بخصوص الاعلان فقط"
458, الرياض,   حي السعادة ,شمال,420,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,60000,"فيلا للايجار تتكون من
مجلس
مقلطف 

مشب خارجي
صاله نساء 
مجلس نساء
غرفه كبار سن
الدور الثاني ٣ غرف نوم  وصاله الثالث غرفه خادمه
غرفه غساله مع سطج"
1966, الدمام,   حي ضاحية الملك فهد ,غرب,250,2,5,5,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,35000,
864, الرياض,   حي النسيم الغربي ,غرب,450,0,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,"فيلا كامله للايجار 

مرممه نظيفه جدا مكونه من 
3 ادوار كل دور 5 غرف وصاله وحمامين ومطبخ تصلح عزاب لسركه او موسسة


نعتذر لعدم الرد في بعض الاوقات وذالك نظرا لضغط الاتصالات 
في حال عدم الرد يرجى ارسال رساله واتس اب بالطلب 
تمنياتي للجميع بالتوفيق"
3568, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,"دبلكس جديد مكيف للايجار
الدور الارضي كراج سيارة مجالس مطبخ صالة 
الدور الثاني اربع غرف نوم غرفتين ماستر 
الدور الثاني  غرفة خادمة وغرفة غسيل 
يوجد ضمانات على السباكة والكهرباء ١٠ سنوات"
2051, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,للايجار فيلا دبلكس بحي بدر 91 الف دورين وملحق الدور الارضي استقبال الدور الثاني ثلاث غرف نوم كلهم ماستر وصالة الملحق غرفة ماستر وغرفة غسيل وسطح خاااص
263, الرياض,   حي عرقة ,شرق,227,0,5,5,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,55000,"تشطيب ممتاز 
يوجد ملاحق 


موقع  حي المهدية أول تقاطع"
2480, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"الفئه المستهدفه للتاجير:
موظفين شركات الكبرى
رجال الاعمال 


لتوضيح 140 الف دفعتين
135 الف دفعه واحده 
للجادين انا صاحب الفيلا 
واتس 0565569555"
2539, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,"للايجار فيلا دبلكس دورين وملحق في ضاحيه الملك فهد بالدمام الحي الثالث الرابع 
مساحه ٢٥٠ متر 
ثلاث أدوار 
الدبلكس مستخدم 
السعر الايجار ٣٦ الف في السنه 
طريقه الدفع ( كل سته شهور/ كل ثلاث شهور )"
2552, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,دبلكس بحي الحمراء خلف سنتر بوينت ‏أربع غرف نوم ومجلس وصالة كبيرة وصالة صغيرة أربع دورات مياه مدخلين موقف خاص داخل عمارة ويوجد شقق في نفس البناية تتكون من غرفتين نوم ومقلط ومجلس
3018, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,"فيلا في الراكة الجنوبية على شارع ٤٠ مكونة من صالة ومجلس ومقلط ومطبخ نظام امريكي مع غرفة خادمة وغرفة غسيل وحوش وقراج ومسبح والدور الاول فيه ٤ غرف نوم مع صاله كبيرة للايجارعلى ٨٥ الف ريال 
الموقع قريب من الخدمات


أخي الكريم الباحث عن العقار/ في حالة ع..."
2694, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,"للايجار فيلا شبه جديده  حي الشعله 
٤ غرف نوم  منهم ٢ ماستر 
مجلس ومقلط  ومطبخ 
حوش كراج 
غرفه سواق 
غرفه خادمه 
تكيف المجلس وغرفه الماستر مركزي 
باقي البيت تكيف اسبلت"
1519, جدة,   حي الشاطئ ,شمال,300,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,250000,
1575, جدة,   حي الشاطئ ,شمال شرقي,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000,"فلل فندقيه فاخره للايجار الشهري والسنوي بجانب الردسي مول وتبعد ٢٠٠ م عن الكورنيش
الفيلا دورين مكونه من ٣ غرف نوم وصالتين و ٤ حمامات ومطبخ كيير وغرفة خادمه 
نادي صحي متكامل للموقع كامل
الايجار الشهري / ٢٥٠٠٠ الف مع الخدمات بدون كهرباء
الايجار السنوي /..."
1285, جدة,   حي الحمدانية ,غرب,315,0,5,3,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,45000,"فيلا   للايجار   تتكون   دور    واحد   ٥  غرف   وصاله    ومطبخ 

 و٣دورات مياه    المطلوب  ٤٥  الف تفاوض  بسيط للجاد 

         الموقع   غير   دقيق"
763, الرياض,   حي الملك عبدالله ,شرق,185,5,3,4,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,95000,"السعر ٧٥٠٠٠ سنوي دفعة واحدة غير مؤثثة
السعر ٩٥٠٠٠ سنوي دفعة واحدة مؤثثة
الفيلا داخل مجمع سكني مغلق به ٢٤فيلا وحراسات امنية"
2445, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,يقع مجمع العائلة في الدمام استراتيجيًا بالقرب من طريق الظهران- الجبيل السريع. تشغل أكثر من 9000 متر مربع من المباني المبنية فوق المنطقة ، يتكون العقار من أكثر من 60 فلل غير مفروشة للايجار بأسعار معقولة مع خيارين (فيلات من غرفتي نوم و 3 غرف نوم). يقدم...
3271, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,"فلة بحي الثنيانيه- الخبر
حوش و مدخلين و كراج على الزاويه والحوش يتسع لـثلاث سيارات تقريباً

- الدور الاول: 
مجلس و مقلط مع مغاسل و دورة مياه (رجال)

مجلس و صاله و مطبخ كبير و دورة مياه و مغاسل (نساء)

- الدور الثاني:
٤ غرف نوم ٣ منها ماستر
صاله كبيره..."
3063, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,"دبلوكس للايجار في العزيزة حي اللؤلؤة مكون من حوش ومجلس خارجي ومجلس داخلي ودورة مياه ومجلط ومجلس نساء وصاله ودورة مياة ومطبخ 
وفوق غرفتين مستر روم وغرفتين عادي مع دورة مياة وصاله والملحق غرفتين مع حمام وسطح"
23, الرياض,   حي العارض ,شرق,220,0,4,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,85000,"للايجار فيلا دبلكس فاخرة 
الفيلا شغل شخصى ممتاز
موقعها بحى العارض 
مواصفات الفيلا // الارضى 
مجلس رجال + مقلط طعام 
صاله عائلية + مطبخ + مستودع 
وحوش + مغاسل + دورتين مياة 
//// الدور العلوى ////
ثلاث غرف نوم ( غرفه ماستر رئيسيه )
//// السطح /////
غر..."
2492, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,‏فلا تشطيب ديلوكس خمس غرف نوم ومجلس ومقلط وصاله تين خمس دورات مياه غرفة غسيل غرفة عاملة منزلية مع دورة مياه مطبخين كراج سيارة حوش غرفة سواق الفلة بالكامل مكيفات  مركزيه جديده
2584, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,جديدة
1259, جدة,   حي المحمدية ,جنوب,380,10,4,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,65000,"فيلا للايجار بحي المحمديه 
٤نوم 
يوجد مطبخ 
مدخل سياره 

حوش كبير 


الرجاء الاتصال للمعاينه قبلها بوقت 0552807033"
1457, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,"‏فيلا فاخره كبيره للايجار بحي طيبه
مساحة مباني 600 متر
 ( خلف قاعة الاسطورة)  دورين و ملحق
 الدور الاول  3 مجالس ومطبخ
الدور الثاني  4 غرف نوم بحماماتها
والملحق غرفتين نوم وحمام
 عمرها 3 سنوات  
الايجار مطلوب ايجار سنويا 38.000"
752, الرياض,   حي عكاظ ,جنوب,250,2,7,5,4,0,1,0,1,0,1,0,0,0,0,1,1,0,1,45000,"فيلا ٣ أدوار درج داخلي الموقع مميز جدا فيه جميع الخدمات الذاتيه من مساجد وحدايق وانديه رياضيه واسواق ومحلات تجاريه ومدارس مجمعات للبنين والبنات  والافضليه لمن يرغب بالاستفاده منه كمستوصف او مدرسه اهليه او دار تحفيظ  
حاليا نرغب الدفع كاش حق سنه كامله..."
200, الرياض,   حي النرجس ,شمال,230,0,4,3,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,80000,"فيلا بحي النرجس شمال سلمان عمر العقار سنه إيجارها السنوي ٨٠ الف دفعه كامله للسنه الاولى والسنه الثانيه دفعتين ...
مساحه ٢٣٠ مطبخ امريكي راكب ومكيفات ومدخل سياره وغرفة غسيل وسطح وصاله ومجلس"
201, الرياض,   حي العارض ,شرق,300,0,5,4,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,85000,"للايجار فيلا دوبلكس في حي العارض 
الفيلا مكون من مجلس ومقلط وصاله 
وحوش ومستودع و٢دورات مياء ومطبخ راكب ومكيفات راكبه 
والدور العلوي في ٣غرف نوم منهم واحده ماستر وغرفتين بنهم دورات مياه والسطح في مجلس وغرفه شغاله وغرفة غسيل وسطح كبير السعر ٨٥الف"
1281, جدة,   حي النعيم ,جنوب,370,8,4,5,2,1,0,1,1,0,0,0,0,1,0,1,1,0,0,70000,"فيلا   للايجار بحي النعيم  
مطبخ راكب  جديد نظيف  

غرف النوم ٣
حوش  
حمامات نظيفه
الرجاء تواصل للمعاينه 
0552807033"
3496, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,"*عرض*
*دبلكس للإيجار*

الموقع / العزيزية حي البحيرة
المساحة / ٣٧٥م٢

*المواصفات*

٤ غرف نوم ٢منهم ماستر
مجلس 
صاله تطل على بركه 
مطبخ راكب الدواليب من مطابخ أبيات
جميع الستائر راكبه من القماش الجيد
المكيفات راكبة
ملحق لشغاله ومخزن كبير وسطح

*سعر الإ..."
1038, جدة,   حي الشاطئ ,جنوب,600,17,5,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,120000,"للتواصل / أبوعبدالعزيز 
٠٥٦٦٦٣٠١١٨"
1869, الدمام,   حي المنار ,جنوب,300,2,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,50000,"للايجار فيلا دبلكس منفصل مساحه300متر شارع 30جنوب يتكون من مجلس ومقلط وصاله نسا وحوش وكراج 2دوره مياه
الدور الاول 4غرف نوم 💤 وصاله منهم 2ماستر روم 
الملحق غرفه مع حمام 🛀 وغرفه شغاله وغرفه غسيل 
جميع المكيفات راكبه سبلت جري مطبخ راكب غرفه سايق 
السعر..."
1500, جدة,   حي بريمان ,جنوب,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000,فلة روف مكونه من٩غرف و٧حمامات وسطح مرة كبير ونقبل٤٥الف نقبل علي ٣دفعات شامله الميه والصرف علي صاحب العمارة وتبعدعن المطارالجديد٥دقايق للتواصل علي الرقم٠٥٦٧٩٤٧٥٨٥ وشاهد باقي عروضنا👇🏻👇🏻👇🏻
1677, جدة,   حي الشاطئ ,شمال شرقي,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000,"فلل فندقيه فاخره للايجار الشهري والسنوي بجانب الردسي مول وتبعد ٢٠٠ م عن الكورنيش
الفيلا دورين مكونه من ٣ غرف نوم وصالتين و ٤ حمامات ومطبخ كيير وغرفة خادمه 
نادي صحي متكامل للموقع كامل
الايجار الشهري / ٢٥٠٠٠ الف مع الخدمات بدون كهرباء
الايجار السنوي /..."
3698, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,"للأيجار ڤيلا دورين و ملحق في حي الأصداف

المساحة:437 متر 

الدور الأرضي :
ديوانية خارجية - دورة مياة - مجلس - غرفة طعام رجال - مجلس نساء - مطبخ 

الدور الأول :
عدد 5 غرف نوم (3 غرف ماستر)

الدور الثاني:
غرفتين - غرفة غسيل - دورة مياة

للتواصل : 

050..."
563, الرياض,   حي الروضة ,شرق,400,29,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,70000,"فله للأيجار

الدور الأرضي: ثلاث غرف وصالة كبيرة وثلاث دورات مياه
الحوش فيه ملحق ودورة مياه
الدور الأول: ثلاث غرف و صالة و دورتين مياه ومخزن
السطح: غرفتين و دوره مياة

( مناسبة للشركات)"
882, الرياض,   حي قرطبة ,جنوب,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,1,130000,"🏡فيلاء للإيجار حي قرطبه
موقع استراتيجي 📍
درج داخلي
قرطبه الغربيه

الارضي:
مدخل سياره وملحق ومجلسين رجال متقابلين
مجلسين نساء احداها وضع به غرفه لكبار السن
مقلط ومطبخين متجاورين
حوش وحديقة خلفيه

الدور الاول :
غرفه نوم ماستر مع غرفه ملابس ودوره مياه..."
2816, الخبر,   حي العقيق ,غرب,380,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,1,46000,"للايجار فله في حي الاصداف في العزيزية الخبر بالقرب من طريق  الهاف مول 
فله جديده دورين ونصف
بها حوش وبركنق يتسع ل٣سيارات وبها ملحق خارجي وجلسه خلف الفله
لها ٣ ابوب باب رجال وباب الحريم وباب للمطبخ
الارضي مكون من صالة كبيره ومجلس نساء ودورة مياه ومطبخ..."
699, الرياض,   حي الشرق ,غرب,255,0,3,4,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,40000,فيلا للايجار حي البيان جديده الإيجار سنوي ٤٠الف قابل للتفاهم مجلس ومقلط وصاله كبيره تنقسم قسمين وغرفة خادمه مع غرفه كبيره وحمام في السطح وبلكونه
2555, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,"فلا للايجار فى الحي الخامس التاسع 
تتكون ثلاثة ادوار 
تحت استقبال مجلس رجال وصاله 
ومجلس نساء ومطبخ
شارع شمال ١٨ متر ونافذ من الخلف
والدور الثاني اربعه غرف نوم واثنين ماستر وصاله
والدور الثالث غرفتين نوم وصاله زايد السطح

لتواصل مخلص محمد ٠٥٤٤٢٦٩١٤١"
3533, الخبر,   حي التحلية ,جنوب,300,0,5,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75000,"للايجار دوبلكس متصل بناء شخصي بحي التحلية بالخبر 

الدور الارضي مجلس رجال وغرفة طعام وصاله ومجلس نساء ودورتين مياه والمطبخ تفصيل ان شاء الله خلال أيام يكون جاهز 

الدور الاول ٤ غرف نوم ٢ منهم ماستر وغرفتين يخدمهم دورة مياه مع الصاله 

الملحق غرفة ودو..."
3323, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,"فيلا للايجار في العزيزية 
السعر ٤٥ألف ريال 

المساحه ٣١٢م دورين وملحق
للتواصل جوال   0558137611
ابوابرهيم مكتب الفيصل في العزيزية"
471, الرياض,   حي الرمال ,شرق,375,0,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,48000,"نسيم الواحه👌
فيلا مساحه 
وتصميم ممتازه
جديده
للايجار سنوي
اودفهتين 
5غرف كبار 
مدخل سياره 
حوش 
مجلس رجال
مجلس نساء
مشب
مقلط
غرفه كبار سن
مطبخ بمستودع
صاله درج كبيره 
فوق الدرج اربع غرف منهم ماستر 2
فوق غرفه الشغاله مع غرفه
 غسيل مع السطح وغرفه سايق..."
32, الرياض,   حي النرجس ,شرق,270,0,4,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,100000,"للايجار فيلا درج صاله

شغل مودرن تصميم راقي جداً

بحي النرجس

عمرها سنة وحده

المساحه ٢٧٠م شارع ١٥شرقي 

تتكون من....
الدور الارضي استقبال بالكامل

حوش و مدخل سياره 🚐 و غرفة سائق
مجلس رجال و مقلط و صاله ومطبخ راكب
ومكيفات راكب اسبلت

الدور العلوي......"
271, الرياض,   حي العقيق ,شرق,600,4,4,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,180000,"للإيجار فيلا ممتازه vip حي عقيق الموسىمكونه من الدور الارضي غرفة سائق بدورة مياه ملحق خرجي كراج سيارة حوش كبير
مجلس و مجلط و صاله كبيره و مطبخ و دورين مياه 
الدور الاول مكون من ٤ اجنحه وصاله كبيره و ٤ دورات مياه 
الدور الثاني مكون من غرفتين و صاله و ..."
1593, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,"‏فيلا فاخره كبيره للايجار بحي طيبه
مساحة مباني 600 متر
 ( خلف قاعة الاسطورة)  دورين و ملحق
 الدور الاول  3 مجالس ومطبخ
الدور الثاني  4 غرف نوم بحماماتها
والملحق غرفتين نوم وحمام
 عمرها 3 سنوات  
الايجار مطلوب ايجار سنويا 38.000"
2455, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,فلة في حي الراكة الشمالية متصلة للايجار تتكون من  صاله ومجلس  ومطبخ ومقلط وحوش وغرفة سائق وحمامين بالدور الارضي الاول يوجد ٤ غرف نوم مع صاله  الدور الاخير فيه غرفة خادمة مع حمام + سطح البيت مكيف بالكامل ومجدد الصيانه
903, الرياض,   حي الخليج ,غرب,300,10,6,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30000,"فله للايجار بحي الخليج 
عليها 30 الف 
البيت يحتاج ترميم 
ا"
